HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460044.27703,2023-04-09.7767673,bo,1.5,16.862,16.536,0.162,0.882,0.131,g
2460044.27828,2023-04-09.7780150,bo,1.48,16.666,>16.666,99.990,0.334,0.157,g
2460044.27953,2023-04-09.7792652,bo,1.53,16.804,>16.804,99.990,0.449,0.138,g
2460044.32814,2023-04-09.8278721,bo,1.45,16.206,>16.206,99.990,0.831,0.239,g
2460044.32936,2023-04-09.8290997,bo,1.47,16.232,>16.232,99.990,0.393,0.234,g
2460044.33061,2023-04-09.8303403,bo,1.48,16.199,>16.199,99.990,0.669,0.241,g
2460044.58181,2023-04-10.0815498,bG,1.44,16.515,>16.515,99.990,0.799,0.180,g
2460044.58310,2023-04-10.0828399,bG,1.45,16.480,>16.480,99.990,0.797,0.186,g
2460045.27024,2023-04-10.7699687,bo,1.46,17.104,16.792,0.164,0.697,0.105,g
2460045.27157,2023-04-10.7712892,bo,1.49,17.137,16.854,0.169,0.658,0.101,g
2460045.27282,2023-04-10.7725429,bo,1.45,17.167,16.861,0.165,0.654,0.099,g
2460045.57976,2023-04-11.0794784,bG,1.45,16.858,>16.858,99.990,0.399,0.131,g
2460045.58105,2023-04-11.0807761,bG,1.45,16.870,>16.870,99.990,0.555,0.130,g
2460046.26605,2023-04-11.7657614,bo,1.57,17.223,16.948,0.170,0.604,0.094,g
2460046.26730,2023-04-11.7670129,bo,1.56,17.098,>17.098,99.990,0.513,0.105,g
2460046.26854,2023-04-11.7682525,bo,1.53,17.182,>17.182,99.990,0.472,0.097,g
2460046.57794,2023-04-12.0776457,bG,1.61,17.021,16.983,0.212,0.584,0.113,g
2460047.57374,2023-04-13.0734403,bG,1.39,17.002,16.602,0.152,0.830,0.115,g
2460047.57504,2023-04-13.0747361,bG,1.43,17.266,16.546,0.113,0.874,0.090,g
2460048.57096,2023-04-14.0706365,bG,1.41,17.088,16.933,0.190,0.612,0.106,g
2460048.57225,2023-04-14.0719333,bG,1.43,16.984,16.751,0.177,0.724,0.117,g
2460049.27338,2023-04-14.7730506,bo,1.8,17.097,17.042,0.209,0.553,0.105,g
2460049.27464,2023-04-14.7743020,bo,1.61,17.010,16.728,0.169,0.739,0.114,g
2460049.27588,2023-04-14.7755444,bo,1.61,17.140,16.721,0.149,0.745,0.101,g
2460051.51632,2023-04-17.0159592,bk,1.46,17.030,16.710,0.163,0.752,0.112,g
2460051.51754,2023-04-17.0171836,bk,1.41,17.008,>17.008,99.990,0.508,0.114,g
2460051.51879,2023-04-17.0184278,bk,1.5,17.016,16.520,0.139,0.895,0.113,g
