requested_flow_mL_s,turns,coil_diameter_cm,outer_h_W_m2K,prechill_tube_enabled,avg_outlet_no_rod_C,final_outlet_no_rod_C,ice_remaining_no_rod_g,pressure_ratio_no_rod,tube_length_m_no_rod,avg_outlet_with_rod_C,final_outlet_with_rod_C,ice_remaining_with_rod_g,pressure_ratio_with_rod,tube_length_m_with_rod,rod_delta_avg_C,rod_delta_final_C,rod_extra_ice_remaining_g
10.0,10.0,7.5,1200.0,False,30.397380343335573,30.39738034333565,796.7212098012591,1.2744144421028094,2.358118961823759,28.11944917949558,28.1194491794954,792.1834788919975,1.2744144421028094,2.358118961823759,2.2779311638399946,2.2779311638402504,-4.5377309092615405
8.0,14.0,7.5,750.0,False,29.24618477962397,29.24618477962396,792.4354512983947,1.1553000379054397,3.301366546553263,26.97112531709737,26.971125317097503,787.9084113774225,1.1553000379054397,3.301366546553263,2.275059462526599,2.275059462526457,-4.527039920972243
10.0,14.0,7.5,750.0,False,29.24618477962397,29.24618477962396,792.4354512983947,1.7083809953730935,3.301366546553263,26.97112531709737,26.971125317097503,787.9084113774225,1.7083809953730935,3.301366546553263,2.275059462526599,2.275059462526457,-4.527039920972243
6.0,20.0,6.0,250.0,False,48.61870316050194,48.61870316050162,864.5569378557807,0.79104228810035,3.774721259585756,46.34507011116149,46.34507011116168,860.0352082944603,0.79104228810035,3.774721259585756,2.2736330493404466,2.273633049339935,-4.521729561320399
6.0,16.0,7.5,250.0,False,48.63115936143667,48.63115936143646,864.6033107491115,0.7907108333620848,3.772990338918015,46.35796189567053,46.35796189567054,860.0832028114876,0.7907108333620848,3.772990338918015,2.2731974657661453,2.273197465765918,-4.520107937623948
10.0,20.0,9.0,250.0,False,37.713787197662754,37.713787197662846,823.9592863496227,2.7926482654357447,5.658074629194062,35.456725622040445,35.45672562204048,819.4992503324926,2.7926482654357447,5.658074629194062,2.257061575622309,2.257061575622366,-4.4600360171301645
8.0,20.0,9.0,250.0,False,37.713787197662754,37.713787197662846,823.9592863496227,1.8934447650322992,5.658074629194062,35.456725622040445,35.45672562204048,819.4992503324926,1.8934447650322992,5.658074629194062,2.257061575622309,2.257061575622366,-4.4600360171301645
6.0,20.0,9.0,250.0,False,37.713787197662754,37.713787197662846,823.9592863496227,1.1516864295786544,5.658074629194062,35.456725622040445,35.45672562204048,819.4992503324926,1.1516864295786544,5.658074629194062,2.257061575622309,2.257061575622366,-4.4600360171301645
8.0,10.0,6.0,750.0,False,46.39034544232247,46.390345442322754,856.2610380632709,0.7124191315806735,1.887360629792878,44.13373180323872,44.13373180323887,851.8026696583833,0.7124191315806735,1.887360629792878,2.256613639083753,2.256613639083888,-4.458368404887665
8.0,24.0,7.5,250.0,False,37.709062801368944,37.709062801369015,823.9416980073679,1.8938866666140803,5.659485508377022,35.452492960090495,35.45249296009043,819.4834926563007,1.8938866666140803,5.659485508377022,2.2565698412784485,2.2565698412785835,-4.4582053510672495
