HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459425.93049,2021-07-30.4298064,bH,1.77,16.655,>16.655,99.990,0.623,0.158,g
2459425.93179,2021-07-30.4311033,bH,1.67,16.783,16.448,0.161,0.957,0.141,g
2459425.93308,2021-07-30.4324017,bH,1.7,16.712,>16.712,99.990,0.649,0.150,g
2459428.89418,2021-08-02.3935086,bl,1.68,16.818,16.716,0.200,0.747,0.136,g
2459428.89544,2021-08-02.3947681,bl,1.61,16.768,16.214,0.132,1.186,0.142,g
2459428.89669,2021-08-02.3960215,bl,1.60,16.772,15.961,0.104,1.498,0.142,g
2459429.89584,2021-08-03.3951797,bH,1.41,17.158,16.784,0.155,0.702,0.100,g
2459429.89715,2021-08-03.3964891,bH,1.42,17.114,16.784,0.162,0.702,0.104,g
2459430.63465,2021-08-04.1339899,bp,1.61,17.008,16.476,0.134,0.933,0.114,g
2459430.63590,2021-08-04.1352390,bp,1.57,17.030,16.561,0.142,0.863,0.112,g
2459430.63716,2021-08-04.1364901,bp,1.65,16.863,16.551,0.164,0.870,0.131,g
2459431.63473,2021-08-05.1340724,bp,1.50,17.225,16.762,0.143,0.716,0.094,g
2459431.63597,2021-08-05.1353122,bp,1.54,17.280,16.925,0.158,0.617,0.089,g
2459431.63721,2021-08-05.1365578,bp,1.55,17.237,16.744,0.139,0.729,0.093,g
2459431.88754,2021-08-05.3868916,bl,1.53,16.958,16.363,0.126,1.036,0.120,g
2459431.88879,2021-08-05.3881322,bl,1.46,17.014,>17.014,99.990,0.501,0.114,g
2459431.89003,2021-08-05.3893728,bl,1.46,17.022,16.490,0.134,0.921,0.113,g
2459432.88391,2021-08-06.3832520,bl,1.57,16.947,16.577,0.156,0.849,0.121,g
2459432.88515,2021-08-06.3844938,bl,1.52,16.904,16.537,0.156,0.881,0.126,g
2459432.88639,2021-08-06.3857341,bl,1.53,16.947,16.544,0.151,0.875,0.121,g
2459433.88135,2021-08-07.3807089,bH,1.42,nan,>97.882,99.990,-2.428,nan,g
2459433.88265,2021-08-07.3820046,bH,1.42,17.164,16.554,0.125,0.867,0.099,g
2459433.88397,2021-08-07.3833208,bH,1.44,17.221,16.853,0.156,0.659,0.094,g
2459436.61782,2021-08-10.1171936,bp,1.49,17.284,16.812,0.142,0.684,0.089,g
2459436.61906,2021-08-10.1184284,bp,1.53,17.225,16.665,0.131,0.783,0.094,g
2459436.62030,2021-08-10.1196723,bp,1.52,17.249,16.796,0.144,0.694,0.092,g
2459437.61889,2021-08-11.1182712,bp,1.57,17.142,16.687,0.144,0.767,0.101,g
2459437.62013,2021-08-11.1195128,bp,1.58,17.303,16.569,0.111,0.856,0.087,g
2459437.62137,2021-08-11.1207549,bp,1.66,17.288,16.611,0.117,0.824,0.088,g
2459438.86695,2021-08-12.3663431,bl,1.45,17.038,16.940,0.200,0.608,0.111,g
2459438.86820,2021-08-12.3675922,bl,1.48,16.964,16.737,0.178,0.733,0.119,g
2459438.86946,2021-08-12.3688444,bl,1.5,17.058,>17.058,99.990,0.388,0.109,g
2459439.86762,2021-08-13.3670174,bH,1.51,17.130,16.591,0.133,0.838,0.102,g
2459439.86895,2021-08-13.3683361,bH,1.5,17.158,16.922,0.176,0.618,0.100,g
2459439.87025,2021-08-13.3696362,bH,1.46,17.261,17.000,0.172,0.576,0.090,g
2459440.90173,2021-08-14.4011312,bl,1.51,17.143,16.755,0.153,0.721,0.101,g
2459440.90297,2021-08-14.4023800,bl,1.47,17.115,16.961,0.190,0.597,0.104,g
2459440.90421,2021-08-14.4036231,bl,1.48,17.039,16.734,0.166,0.735,0.111,g
2459443.85521,2021-08-17.3546306,bH,2.12,17.018,16.462,0.131,0.945,0.113,g
2459443.85649,2021-08-17.3559144,bH,2.11,17.160,16.244,0.094,1.155,0.099,g
2459443.85780,2021-08-17.3572289,bH,2.12,17.135,16.399,0.111,1.000,0.102,g
2459444.89180,2021-08-18.3912314,bl,1.5,16.954,16.606,0.159,0.827,0.120,g
2459444.89305,2021-08-18.3924827,bl,1.5,16.993,16.697,0.167,0.761,0.116,g
2459444.89430,2021-08-18.3937341,bl,1.53,16.947,16.605,0.160,0.829,0.121,g
2459447.84457,2021-08-21.3440269,bH,1.55,16.154,15.757,0.152,1.810,0.251,g
