2455978.65061 20.223 0.075 3.95 318.0
2455979.60137 20.204 0.091 5.49 310.0
2455980.61702 20.299 0.114 5.69 389.0
2455981.64049 20.348 0.099 4.59 338.0
2455982.64636 20.407 0.113 5.40 377.0
2455983.68905 20.286 0.080 4.82 333.0
2455984.62807 20.452 0.100 4.38 352.0
2455985.66041 20.434 0.107 5.03 359.0
2455986.59017 20.140 0.078 5.01 337.0
2455987.66564 20.047 0.084 5.26 415.0
2455988.63212 20.245 0.107 5.17 452.0
2455989.59608 20.073 0.080 4.79 377.0
2455990.58957 19.847 0.098 6.50 467.0
2455991.66461 20.599 0.197 5.73 664.0
2455992.62484 20.490 0.139 4.95 574.0
2455993.58174 20.377 0.120 4.81 565.0
2455994.58041 20.281 0.129 4.69 797.0
2455995.62811 20.346 0.156 5.02 822.0
2455996.59819 19.993 0.131 6.64 729.0
2455997.60036 20.609 0.181 5.65 570.0
2455998.59871 20.257 0.098 4.72 439.0
2455998.65912 20.075 0.096 5.21 501.0
2455999.63742 20.203 0.084 3.90 427.0
2456000.61481 20.277 0.098 4.79 399.0
2456002.57853 20.212 0.101 5.24 452.0
2456003.54463 20.269 0.134 6.65 387.0
2456004.58342 20.414 0.120 4.84 501.0
2456005.57089 20.635 0.156 5.29 433.0
2456006.57205 20.395 0.102 4.11 448.0
2456007.57038 20.298 0.086 4.28 392.0
2456009.54601 20.164 0.122 6.23 459.0
2456010.59804 20.344 0.146 6.05 531.0
2456011.56033 20.351 0.106 4.61 403.0
2456012.55942 20.165 0.116 5.94 453.0
2456013.54114 20.663 0.144 5.16 381.0
2456014.56012 20.432 0.124 6.13 350.0
2456015.55549 20.269 0.098 4.83 443.0
2456016.59611 20.336 0.092 4.12 468.0
2456017.55928 20.543 0.132 4.78 534.0
2456019.56127 20.536 0.156 6.20 408.0
2456020.58489 20.106 0.097 4.98 520.0
2456021.57297 20.495 0.164 5.70 634.0
2456022.58397 20.172 0.130 5.63 760.0
2456023.55852 20.334 0.116 4.20 752.0
2456024.58135 20.255 0.141 4.50 949.0
2456025.58138 20.340 0.183 6.31 793.0
2456026.52766 20.569 0.182 5.84 656.0
2456028.56440 20.700 0.207 6.62 518.0
2456032.50230 20.896 0.291 7.40 539.0
2456033.48986 20.654 0.241 7.12 549.0
2456034.49547 20.582 0.168 5.03 599.0
2456035.52086 20.141 0.103 5.56 413.0
2456036.49769 20.322 0.122 5.79 414.0
2456037.49738 20.886 0.299 6.66 570.0
2456038.48912 20.077 0.139 6.98 565.0
2456039.49578 20.289 0.159 6.37 627.0
2456040.49807 20.030 0.108 6.63 387.0
2456042.49571 20.327 0.173 7.18 563.0
2456047.47276 20.138 0.139 5.84 675.0
2456048.47149 20.202 0.139 5.62 724.0
2456049.49478 20.545 0.141 4.14 650.0
2456050.47038 20.170 0.142 5.29 754.0
2456052.48603 20.865 0.226 4.32 983.0
2456053.48267 20.792 0.233 3.94 1264.0
2456055.49170 20.274 0.135 4.44 762.0
2456056.47869 20.365 0.135 5.29 483.0
2456057.47457 20.871 0.186 4.43 501.0
2456058.47506 20.339 0.107 4.52 444.0
2456059.47588 20.248 0.124 5.73 504.0
2456060.47866 20.400 0.129 5.04 571.0
2456061.46977 20.610 0.203 5.88 661.0
2456062.46382 20.453 0.176 5.81 658.0
