2452843.83739  19.915   0.161
2452844.88320  19.911   0.133
2452845.92923  20.140   0.228
2452849.86663  19.925   0.172
2452850.89940  19.664   0.204
2452851.94296  19.514   0.201
2452852.81361  19.803   0.186
2452854.83935  20.149   0.194
2452856.82630  19.868   0.235
2452858.92033  19.958   0.136
2452860.88635  19.896   0.137
2452861.75751  20.071   0.147
2452862.93654  19.640   0.207
2452863.84572  20.276   0.333
2452865.84257  19.507   0.180
2452866.89225  19.678   0.162
2452867.83977  20.049   0.193
2452869.91754  20.011   0.192
2452870.82654  19.926   0.136
2452871.86945  20.068   0.187
2452875.81580  19.960   0.189
2452876.78671  20.008   0.153
2452879.75021  19.957   0.123
2452883.83637  19.911   0.122
2452885.77120  19.740   0.112
2452888.81948  20.238   0.312
2452892.81087  19.771   0.192
2452894.74001  19.986   0.180
2452896.73709  20.049   0.146
2452898.75809  19.872   0.133
2452900.75694  19.944   0.104
2452902.75647  19.919   0.111
2452905.76363  19.987   0.174
2452907.76504  19.996   0.108
2452909.75414  20.239   0.143
2452911.74551  20.137   0.121
2452915.71700  19.993   0.133
2452917.74309  20.034   0.130
2452921.74621  19.904   0.139
2452923.76279  20.494   0.320
2452925.72578  20.277   0.180
2452927.72329  20.142   0.221
2452930.74137  19.967   0.170
2452932.74790  20.144   0.173
2452934.72770  19.794   0.119
2452937.65170  20.020   0.182
2452939.70435  19.944   0.155
2452940.64447  20.240   0.135
2452941.69431  20.043   0.130
2452942.64444  19.864   0.142
2452943.61566  20.246   0.226
2452944.60026  20.255   0.220
2452945.61705  19.979   0.280
2452947.62654  19.988   0.189
2452949.60779  20.150   0.202
2452950.65258  19.910   0.133
2452951.63977  19.971   0.185
2452952.66871  19.918   0.175
2452954.69358  20.240   0.295
2452956.63957  20.039   0.134
2452958.63396  19.962   0.154
2452961.60508  20.098   0.286
2452965.64347  20.007   0.176
2452968.60485  19.993   0.175
2452970.62410  19.865   0.134
2452972.60856  20.012   0.177
2452974.63014  20.106   0.155
2452976.55899  19.942   0.177
2452978.58514  20.050   0.238
2452980.60200  20.362   0.321
2452982.54719  20.041   0.185
2452984.63816  20.241   0.230
2452986.64821  19.931   0.189
2452988.54212  20.076   0.198
2452991.61365  20.064   0.169
2452994.59640  20.397   0.235
2452997.56944  20.041   0.161
